point,precise_bpp,mAP,decoding_time,conv_part2_time
seg_1_lambda0.256,0.008880666391876088,52.05147795140355,5.992449026346207,6.673368140363693
seg_2_lambda0.35,0.011731205859371714,64.85844355965662,6.362222703933716,7.043732884931564
seg_3_lambda1,0.025873768588207263,72.63249552923885,7.97119068980217,8.690080962324142
seg_4_lambda2,0.03833202797768066,78.44920495034137,6.10455612859726,6.783634345006943
seg_5_lambda4,0.07469759317489409,80.93034970121266,6.358441335058212,7.041224077892304
seg_6_lambda16,0.1589168118438982,80.85581313040197,8.004922820186614,8.721029531240463
